index,var_B,APL,time
1606,0.000000,244.619400,0.427952
1607,0.000000,160.827200,0.272357
1610,0.000000,221.362800,0.387134
1611,0.000000,336.497000,0.596274
1612,0.000000,350.963000,0.638656
1614,0.000000,109.588200,0.272195
1613,0.000000,270.347200,0.521344
1615,0.000000,113.841600,0.279089
1616,0.000000,270.683000,0.524107
1617,0.000000,346.762800,0.631279
1620,0.000000,0.000000,0.000056
1621,0.000000,0.000000,0.000084
1618,0.000000,331.820400,0.588490
1619,0.000000,210.589000,0.370288
1622,0.000000,210.917600,0.366091
1623,0.000000,330.420800,0.582681
1624,0.000000,351.299800,0.638604
1625,0.000000,296.048600,0.560256
1626,0.000000,155.286600,0.376342
1627,0.000000,351.299800,0.193837
1628,0.000000,296.048600,0.201748
1629,0.000000,155.286600,0.210131
1630,0.000000,351.299800,0.210544
1631,0.000000,296.048600,0.213619
1632,0.000000,155.286600,0.207127
1633,0.000000,351.299800,0.211248
1634,0.000000,296.048600,0.212307
1635,0.000000,155.286600,0.208747
1636,0.000000,351.299800,0.211922
1637,0.000000,296.048600,0.207989
1638,0.000000,155.286600,0.181530
1639,0.000000,129.342000,0.251845
1640,0.000000,228.712400,0.402720
1641,0.000000,269.037000,0.457821
1644,0.000000,0.000000,0.000053
1645,0.000000,0.000000,0.000082
1642,0.000000,248.951400,0.422381
1643,0.000000,161.781400,0.275487
1646,0.000000,205.766800,0.362346
1647,0.000000,325.826200,0.577436
1648,0.000000,348.499800,0.630784
1651,0.000000,348.499800,0.180379
1649,0.000000,293.706200,0.578617
1650,0.000000,150.114000,0.371227
1652,0.000000,348.499800,0.207657
1653,0.000000,293.706200,0.209845
1654,0.000000,150.114000,0.208743
1655,0.000000,348.499800,0.209442
1656,0.000000,293.706200,0.215444
1657,0.000000,150.114000,0.210337
1658,0.000000,348.499800,0.210091
1659,0.000000,293.706200,0.211665
1660,0.000000,150.114000,0.211841
1661,0.000000,348.499800,0.202361
1662,0.000000,293.706200,0.199125
1663,0.000000,146.604400,0.347582
1664,0.000000,292.051600,0.551906
1665,0.000000,351.270600,0.640227
1668,0.000000,0.000000,0.000083
1669,0.000000,0.000000,0.000085
1666,0.000000,325.920600,0.576065
1667,0.000000,214.784400,0.373226
1670,0.000000,214.894600,0.377614
1671,0.000000,322.633200,0.574798
1672,0.000000,345.010200,0.624037
1673,0.000000,287.319400,0.553589
1675,0.000000,345.010200,0.194797
1674,0.000000,147.723800,0.367554
1676,0.000000,287.319400,0.196611
1677,0.000000,345.010200,0.211194
1678,0.000000,147.723800,0.211240
1679,0.000000,287.319400,0.209654
1680,0.000000,345.010200,0.210535
1681,0.000000,147.723800,0.210107
1682,0.000000,287.319400,0.229779
1683,0.000000,345.010200,0.207702
1684,0.000000,147.723800,0.211754
1685,0.000000,287.319400,0.205074
1686,0.000000,345.010200,0.186084
1687,0.000000,151.701000,0.357760
1688,0.000000,289.425000,0.559065
1689,0.000000,352.517400,0.638934
1692,0.000000,0.000000,0.000093
1693,0.000000,0.000000,0.000093
1690,0.000000,329.823000,0.585110
1691,0.000000,210.755600,0.367556
1694,0.000000,208.807200,0.364436
1695,0.000000,324.300200,0.576755
1696,0.000000,340.346600,0.619041
1697,0.000000,287.895400,0.571233
1699,0.000000,340.346600,0.190689
1698,0.000000,148.264200,0.394043
1700,0.000000,287.895400,0.192444
1701,0.000000,340.346600,0.201563
1702,0.000000,148.264200,0.212847
1703,0.000000,287.895400,0.211937
1704,0.000000,340.346600,0.210171
1705,0.000000,148.264200,0.210336
1706,0.000000,287.895400,0.210068
1707,0.000000,340.346600,0.208087
1708,0.000000,148.264200,0.210527
1709,0.000000,287.895400,0.212897
1710,0.000000,340.346600,0.222196
1711,0.000000,147.065000,0.331876
1712,0.000000,291.844600,0.553033
1713,0.000000,347.614800,0.632985
1716,0.000000,0.000000,0.000088
1717,0.000000,0.000000,0.000061
1714,0.000000,331.944800,0.588115
1715,0.000000,215.531400,0.375633
1718,0.000000,163.359800,0.274411
1719,0.000000,249.495800,0.419663
1721,0.000000,229.735000,0.397807
1720,0.000000,268.015600,0.454285
1723,0.000000,229.735000,0.195554
1724,0.000000,268.015600,0.197374
1722,0.000000,126.947800,0.264911
1725,0.000000,229.735000,0.212153
1726,0.000000,268.015600,0.216320
1727,0.000000,126.947800,0.214787
1728,0.000000,229.735000,0.205861
1730,0.000000,126.947800,0.212218
1729,0.000000,268.015600,0.237166
1731,0.000000,229.735000,0.197272
1732,0.000000,126.947800,0.212909
1733,0.000000,268.015600,0.213508
1734,0.000000,229.735000,0.183644
1735,0.000000,150.445000,0.350071
1736,0.000000,287.315400,0.556506
1737,0.000000,356.867200,0.649567
1740,0.000000,0.000000,0.000084
1741,0.000000,0.000000,0.000065
1738,0.000000,329.739000,0.587242
1739,0.000000,205.890800,0.357887
1742,0.000000,216.784400,0.381256
1743,0.000000,334.141000,0.594847
1744,0.000000,352.541000,0.638903
1745,0.000000,272.779200,0.527425
1746,0.000000,111.354400,0.276429
1747,0.000000,109.076600,0.270076
1748,0.000000,267.268600,0.516971
1749,0.000000,346.913200,0.634017
1750,0.000000,336.848200,0.594830
1752,0.000000,0.000000,0.000066
1751,0.000000,217.759000,0.342931
